order_id,order_date,ship_date,region,state,city,category,sub_category,product_name,sales,profit,quantity,discount,customer_id,segment
CA-2015-155306,2015-04-17 00:00:00,2015-04-21 00:00:00,West,California,San Francisco,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,323.37,129.348,3,0.0,GA-14515,Consumer
CA-2015-155306,2015-04-17 00:00:00,2015-04-21 00:00:00,West,California,San Francisco,Technology,Phones,Plantronics Calisto P620-M USB Wireless Speakerphone System,783.96,68.5965,5,0.2,GA-14515,Consumer
CA-2015-155306,2015-04-17 00:00:00,2015-04-21 00:00:00,West,California,San Francisco,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,1447.65,419.8185,5,0.0,GA-14515,Consumer
CA-2015-155306,2015-04-17 00:00:00,2015-04-21 00:00:00,West,California,San Francisco,Office Supplies,Paper,Xerox 1903,11.96,5.8604,2,0.0,GA-14515,Consumer
CA-2016-127775,2016-06-11 00:00:00,2016-06-13 00:00:00,East,New York,New York City,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,239.97,71.991,3,0.0,ES-14020,Consumer
CA-2016-146171,2016-03-11 00:00:00,2016-03-15 00:00:00,South,Georgia,Columbus,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",76.92,31.5372,4,0.0,JP-16135,Home Office
CA-2016-146171,2016-03-11 00:00:00,2016-03-15 00:00:00,South,Georgia,Columbus,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart ,481.32,125.1432,4,0.0,JP-16135,Home Office
CA-2014-129574,2014-05-26 00:00:00,2014-05-29 00:00:00,West,Utah,Murray,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",48.4,23.232,5,0.0,Dp-13240,Home Office
CA-2017-126536,2017-10-12 00:00:00,2017-10-14 00:00:00,West,California,San Francisco,Technology,Accessories,Maxell 4.7GB DVD-R 5/Pack,0.99,0.4356,1,0.0,NK-18490,Home Office
CA-2017-126536,2017-10-12 00:00:00,2017-10-14 00:00:00,West,California,San Francisco,Office Supplies,Binders,Canvas Sectional Post Binders,101.84,36.917,5,0.2,NK-18490,Home Office
CA-2017-165757,2017-06-22 00:00:00,2017-06-28 00:00:00,East,Pennsylvania,Philadelphia,Office Supplies,Binders,GBC Plasticlear Binding Covers,10.332,-7.5768,3,0.7,PL-18925,Home Office
CA-2017-165757,2017-06-22 00:00:00,2017-06-28 00:00:00,East,Pennsylvania,Philadelphia,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,31.155,-23.8855,5,0.7,PL-18925,Home Office
CA-2017-165757,2017-06-22 00:00:00,2017-06-28 00:00:00,East,Pennsylvania,Philadelphia,Office Supplies,Storage,Plastic Stacking Crates & Casters,8.928,0.6696,2,0.2,PL-18925,Home Office
CA-2017-167752,2017-01-15 00:00:00,2017-01-18 00:00:00,East,Pennsylvania,Philadelphia,Office Supplies,Appliances,Belkin F9M820V08 8 Outlet Surge,34.384,3.8682,1,0.2,RW-19690,Consumer
CA-2017-167752,2017-01-15 00:00:00,2017-01-18 00:00:00,East,Pennsylvania,Philadelphia,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,1924.16,312.676,8,0.2,RW-19690,Consumer
US-2015-122140,2015-04-02 00:00:00,2015-04-07 00:00:00,Central,Texas,Dallas,Office Supplies,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,32.192,-80.48,2,0.8,MO-17950,Consumer
US-2015-122140,2015-04-02 00:00:00,2015-04-07 00:00:00,Central,Texas,Dallas,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,50.12,-0.6265,7,0.2,MO-17950,Consumer
US-2015-122140,2015-04-02 00:00:00,2015-04-07 00:00:00,Central,Texas,Dallas,Technology,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,47.976,1.7991,3,0.2,MO-17950,Consumer
CA-2016-163986,2016-09-03 00:00:00,2016-09-10 00:00:00,Central,Wisconsin,Waukesha,Office Supplies,Storage,Crate-A-Files,54.5,14.17,5,0.0,JJ-15445,Consumer
CA-2017-158967,2017-12-10 00:00:00,2017-12-12 00:00:00,South,Florida,Fort Lauderdale,Furniture,Furnishings,Staple-based wall hangings,19.104,5.7312,3,0.2,BT-11680,Consumer
CA-2016-131576,2016-11-22 00:00:00,2016-11-26 00:00:00,Central,Michigan,Detroit,Office Supplies,Binders,Ibico Standard Transparent Covers,49.44,24.2256,3,0.0,RD-19585,Consumer
CA-2017-143455,2017-11-11 00:00:00,2017-11-18 00:00:00,East,Ohio,Springfield,Office Supplies,Paper,Xerox 222,10.368,3.6288,2,0.2,ML-17755,Home Office
CA-2016-144729,2016-10-21 00:00:00,2016-10-25 00:00:00,West,California,San Diego,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",154.44,1.5444,3,0.0,JE-15745,Consumer
CA-2015-127019,2015-12-21 00:00:00,2015-12-25 00:00:00,West,Colorado,Colorado Springs,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,60.984,4.5738,7,0.2,ER-13855,Corporate
CA-2015-138534,2015-07-17 00:00:00,2015-07-19 00:00:00,West,California,Bakersfield,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",195.466,-13.7976,2,0.15,JM-15535,Consumer
CA-2017-108322,2017-04-30 00:00:00,2017-05-05 00:00:00,South,Florida,Pompano Beach,Furniture,Furnishings,3M Hangers With Command Adhesive,23.68,6.216,8,0.2,SS-20140,Corporate
CA-2017-108322,2017-04-30 00:00:00,2017-05-05 00:00:00,South,Florida,Pompano Beach,Technology,Accessories,Maxell 4.7GB DVD+R 5/Pack,2.376,0.7425,3,0.2,SS-20140,Corporate
CA-2017-167668,2017-05-06 00:00:00,2017-05-08 00:00:00,East,New York,New York City,Office Supplies,Labels,Avery 505,59.2,29.6,4,0.0,TC-21295,Consumer
CA-2017-146724,2017-11-20 00:00:00,2017-11-27 00:00:00,Central,Minnesota,Lakeville,Office Supplies,Art,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",22.0,9.68,10,0.0,HG-15025,Consumer
CA-2016-139878,2016-11-11 00:00:00,2016-11-16 00:00:00,Central,Michigan,Detroit,Technology,Phones,Digium D40 VoIP phone,257.98,74.8142,2,0.0,LD-17005,Consumer
US-2016-106677,2016-11-05 00:00:00,2016-11-10 00:00:00,East,Pennsylvania,Philadelphia,Technology,Phones,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,23.988,-15.992,2,0.4,AS-10285,Corporate
CA-2016-116974,2016-10-09 00:00:00,2016-10-15 00:00:00,East,Ohio,Troy,Technology,Phones,Mediabridge Sport Armband iPhone 5s,23.976,-15.5844,4,0.4,MP-17965,Corporate
CA-2015-149972,2015-09-21 00:00:00,2015-09-23 00:00:00,West,California,Los Angeles,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,601.536,0.0,4,0.2,CD-12790,Home Office
CA-2015-149972,2015-09-21 00:00:00,2015-09-23 00:00:00,West,California,Los Angeles,Office Supplies,Fasteners,Advantus Map Pennant Flags and Round Head Tacks,7.9,2.528,2,0.0,CD-12790,Home Office
US-2014-117744,2014-12-02 00:00:00,2014-12-06 00:00:00,Central,Texas,Corpus Christi,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",58.36,-24.803,5,0.6,MD-17860,Corporate
US-2014-117744,2014-12-02 00:00:00,2014-12-06 00:00:00,Central,Texas,Corpus Christi,Office Supplies,Art,Newell 343,16.464,1.4406,7,0.2,MD-17860,Corporate
US-2014-117744,2014-12-02 00:00:00,2014-12-06 00:00:00,Central,Texas,Corpus Christi,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,39.96,-23.976,5,0.6,MD-17860,Corporate
CA-2014-125514,2014-09-21 00:00:00,2014-09-22 00:00:00,Central,Nebraska,Omaha,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,25.96,7.5284,2,0.0,BM-11650,Corporate
CA-2014-125514,2014-09-21 00:00:00,2014-09-22 00:00:00,Central,Nebraska,Omaha,Office Supplies,Appliances,Acco 6 Outlet Guardian Standard Surge Suppressor,36.27,10.881,3,0.0,BM-11650,Corporate
CA-2014-125514,2014-09-21 00:00:00,2014-09-22 00:00:00,Central,Nebraska,Omaha,Office Supplies,Paper,Xerox 224,6.48,3.1104,1,0.0,BM-11650,Corporate
CA-2014-154599,2014-04-12 00:00:00,2014-04-17 00:00:00,West,California,Redondo Beach,Technology,Phones,Pyle PMP37LED,1075.088,94.0702,14,0.2,KN-16450,Corporate
CA-2014-154599,2014-04-12 00:00:00,2014-04-17 00:00:00,West,California,Redondo Beach,Technology,Phones,AT&T 1080 Corded phone,438.368,38.3572,4,0.2,KN-16450,Corporate
CA-2014-154599,2014-04-12 00:00:00,2014-04-17 00:00:00,West,California,Redondo Beach,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,18.088,6.5569,7,0.2,KN-16450,Corporate
CA-2014-154599,2014-04-12 00:00:00,2014-04-17 00:00:00,West,California,Redondo Beach,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,308.499,-18.147,3,0.15,KN-16450,Corporate
CA-2017-158743,2017-10-20 00:00:00,2017-10-27 00:00:00,South,Arkansas,Little Rock,Office Supplies,Art,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",13.36,4.1416,4,0.0,IG-15085,Consumer
CA-2017-158743,2017-10-20 00:00:00,2017-10-27 00:00:00,South,Arkansas,Little Rock,Office Supplies,Paper,Xerox 1884,39.96,18.7812,2,0.0,IG-15085,Consumer
CA-2017-158743,2017-10-20 00:00:00,2017-10-27 00:00:00,South,Arkansas,Little Rock,Office Supplies,Binders,Binding Machine Supplies,145.85,70.008,5,0.0,IG-15085,Consumer
CA-2016-153318,2016-10-25 00:00:00,2016-10-28 00:00:00,South,Florida,Miami,Technology,Phones,Panasonic KX-TG9471B,783.96,78.396,5,0.2,JS-15595,Corporate
US-2015-110163,2015-11-01 00:00:00,2015-11-04 00:00:00,West,Oregon,Salem,Office Supplies,Art,Lumber Crayons,7.88,1.773,1,0.2,GA-14725,Consumer
CA-2017-143329,2017-11-03 00:00:00,2017-11-08 00:00:00,West,New Mexico,Las Cruces,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,41.37,17.3754,3,0.0,DL-13330,Consumer
CA-2015-159380,2015-05-12 00:00:00,2015-05-16 00:00:00,West,California,San Francisco,Office Supplies,Paper,Xerox 1962,12.84,5.778,3,0.0,CS-12505,Consumer
CA-2015-159380,2015-05-12 00:00:00,2015-05-16 00:00:00,West,California,San Francisco,Office Supplies,Paper,Xerox 1953,25.68,11.556,6,0.0,CS-12505,Consumer
CA-2015-122623,2015-09-07 00:00:00,2015-09-11 00:00:00,Central,Texas,El Paso,Furniture,Chairs,"Metal Folding Chairs, Beige, 4/Carton",47.516,-2.0364,2,0.3,CC-12145,Consumer
CA-2015-148635,2015-07-25 00:00:00,2015-07-27 00:00:00,West,Washington,Seattle,Office Supplies,Fasteners,Plymouth Boxed Rubber Bands by Plymouth,9.42,0.471,2,0.0,MH-18025,Consumer
CA-2015-148635,2015-07-25 00:00:00,2015-07-27 00:00:00,West,Washington,Seattle,Office Supplies,Paper,Xerox 228,12.96,6.2208,2,0.0,MH-18025,Consumer
CA-2015-148635,2015-07-25 00:00:00,2015-07-27 00:00:00,West,Washington,Seattle,Furniture,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish",704.9,56.392,5,0.0,MH-18025,Consumer
CA-2015-148635,2015-07-25 00:00:00,2015-07-27 00:00:00,West,Washington,Seattle,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,561.568,28.0784,2,0.2,MH-18025,Consumer
CA-2015-135685,2015-11-16 00:00:00,2015-11-18 00:00:00,Central,Wisconsin,Milwaukee,Office Supplies,Paper,Xerox 191,179.82,84.5154,9,0.0,MP-18175,Home Office
CA-2015-135685,2015-11-16 00:00:00,2015-11-18 00:00:00,Central,Wisconsin,Milwaukee,Furniture,Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",185.58,76.0878,6,0.0,MP-18175,Home Office
CA-2015-135685,2015-11-16 00:00:00,2015-11-18 00:00:00,Central,Wisconsin,Milwaukee,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",214.11,36.3987,3,0.0,MP-18175,Home Office
CA-2015-135685,2015-11-16 00:00:00,2015-11-18 00:00:00,Central,Wisconsin,Milwaukee,Technology,Accessories,Logitech diNovo Edge Keyboard,999.96,229.9908,4,0.0,MP-18175,Home Office
CA-2015-135685,2015-11-16 00:00:00,2015-11-18 00:00:00,Central,Wisconsin,Milwaukee,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",653.55,111.1035,3,0.0,MP-18175,Home Office
CA-2015-104626,2015-09-01 00:00:00,2015-09-08 00:00:00,East,Massachusetts,Franklin,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,114.6,51.57,5,0.0,DR-12940,Home Office
CA-2015-104626,2015-09-01 00:00:00,2015-09-08 00:00:00,East,Massachusetts,Franklin,Furniture,Chairs,"Global Value Steno Chair, Gray",60.74,15.185,1,0.0,DR-12940,Home Office
CA-2015-104626,2015-09-01 00:00:00,2015-09-08 00:00:00,East,Massachusetts,Franklin,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,124.36,27.3592,2,0.0,DR-12940,Home Office
CA-2015-104626,2015-09-01 00:00:00,2015-09-08 00:00:00,East,Massachusetts,Franklin,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,1088.76,315.7404,6,0.0,DR-12940,Home Office
CA-2016-160500,2016-05-05 00:00:00,2016-05-08 00:00:00,West,California,Encinitas,Office Supplies,Binders,Computer Printout Index Tabs,6.72,2.352,5,0.2,DM-13015,Consumer
CA-2016-160500,2016-05-05 00:00:00,2016-05-08 00:00:00,West,California,Encinitas,Furniture,Tables,Bevis 36 x 72 Conference Tables,298.776,7.4694,3,0.2,DM-13015,Consumer
CA-2017-100202,2016-12-31 00:00:00,2017-01-05 00:00:00,West,California,Anaheim,Technology,Phones,Adtran 1202752G1,302.376,22.6782,3,0.2,BD-11620,Consumer
CA-2017-131016,2017-09-18 00:00:00,2017-09-20 00:00:00,Central,Texas,Arlington,Office Supplies,Art,Newell 314,8.928,0.558,2,0.2,DC-12850,Consumer
CA-2017-131016,2017-09-18 00:00:00,2017-09-20 00:00:00,Central,Texas,Arlington,Office Supplies,Storage,Acco Perma 2700 Stacking Storage Drawers,47.584,-2.974,2,0.2,DC-12850,Consumer
US-2014-112914,2014-09-25 00:00:00,2014-09-30 00:00:00,Central,Texas,Houston,Office Supplies,Paper,Xerox 1954,33.792,10.56,8,0.2,MT-18070,Home Office
US-2014-112914,2014-09-25 00:00:00,2014-09-30 00:00:00,Central,Texas,Houston,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,300.5328,-97.2312,2,0.32,MT-18070,Home Office
US-2014-112914,2014-09-25 00:00:00,2014-09-30 00:00:00,Central,Texas,Houston,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,2.724,-4.3584,2,0.8,MT-18070,Home Office
US-2014-112914,2014-09-25 00:00:00,2014-09-30 00:00:00,Central,Texas,Houston,Office Supplies,Envelopes,Poly String Tie Envelopes,3.264,1.1016,2,0.2,MT-18070,Home Office
CA-2016-124149,2016-04-23 00:00:00,2016-04-26 00:00:00,East,Ohio,Lancaster,Office Supplies,Paper,Embossed Ink Jet Note Cards,108.336,37.9176,6,0.2,MJ-17740,Consumer
CA-2016-124149,2016-04-23 00:00:00,2016-04-26 00:00:00,East,Ohio,Lancaster,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,55.92,6.291,5,0.2,MJ-17740,Consumer
CA-2016-124149,2016-04-23 00:00:00,2016-04-26 00:00:00,East,Ohio,Lancaster,Office Supplies,Paper,Xerox 1942,78.304,29.364,2,0.2,MJ-17740,Consumer
CA-2014-148915,2014-11-01 00:00:00,2014-11-05 00:00:00,West,Oregon,Portland,Office Supplies,Storage,"Carina Mini System Audio Rack, Model AR050B",443.92,-94.333,5,0.2,ND-18370,Consumer
CA-2014-148915,2014-11-01 00:00:00,2014-11-05 00:00:00,West,Oregon,Portland,Technology,Phones,Plantronics Voyager Pro HD - Bluetooth Headset,155.976,54.5916,3,0.2,ND-18370,Consumer
CA-2017-134649,2017-01-26 00:00:00,2017-01-31 00:00:00,South,Alabama,Hoover,Office Supplies,Art,Newell 311,15.47,4.1769,7,0.0,CA-11965,Corporate
CA-2017-134649,2017-01-26 00:00:00,2017-01-31 00:00:00,South,Alabama,Hoover,Office Supplies,Binders,Avery Poly Binder Pockets,7.16,3.4368,2,0.0,CA-11965,Corporate
CA-2017-110842,2017-11-11 00:00:00,2017-11-16 00:00:00,West,California,Los Angeles,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,10.89,2.8314,1,0.0,GA-14725,Consumer
CA-2017-110842,2017-11-11 00:00:00,2017-11-16 00:00:00,West,California,Los Angeles,Office Supplies,Paper,Xerox 201,19.44,9.3312,3,0.0,GA-14725,Consumer
CA-2017-110842,2017-11-11 00:00:00,2017-11-16 00:00:00,West,California,Los Angeles,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,121.6,39.52,5,0.2,GA-14725,Consumer
CA-2016-147368,2016-06-09 00:00:00,2016-06-12 00:00:00,South,Florida,Tallahassee,Technology,Machines,Cisco CP-7937G Unified IP Conference Station Phone,695.7,-27.828,2,0.5,TC-21295,Consumer
US-2015-104185,2015-09-03 00:00:00,2015-09-08 00:00:00,East,New York,New York City,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart ,120.33,31.2858,1,0.0,JB-15400,Corporate
US-2014-125521,2014-03-14 00:00:00,2014-03-19 00:00:00,South,Virginia,Chesapeake,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,1139.92,284.98,4,0.0,CK-12325,Home Office
US-2017-135062,2017-08-31 00:00:00,2017-09-04 00:00:00,South,North Carolina,Fayetteville,Office Supplies,Paper,Xerox 1945,229.544,83.2097,7,0.2,RL-19615,Consumer
CA-2017-135650,2017-03-23 00:00:00,2017-03-27 00:00:00,Central,Texas,Huntsville,Office Supplies,Storage,Fellowes Officeware Wire Shelving,143.728,-32.3388,2,0.2,AC-10660,Consumer
CA-2017-112865,2017-05-18 00:00:00,2017-05-22 00:00:00,East,Pennsylvania,Philadelphia,Technology,Accessories,KeyTronicÂ KT800P2 -Â KeyboardÂ - Black,36.048,-0.9012,3,0.2,BH-11710,Consumer
US-2016-162852,2016-12-27 00:00:00,2016-12-31 00:00:00,Central,Illinois,Woodstock,Furniture,Chairs,"Global Manager's Adjustable Task Chair, Storm",845.488,-12.0784,8,0.3,BG-11695,Corporate
CA-2017-138163,2017-11-17 00:00:00,2017-11-20 00:00:00,East,Massachusetts,Everett,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,50.94,14.2632,3,0.0,XP-21865,Consumer
CA-2017-152093,2017-09-10 00:00:00,2017-09-15 00:00:00,Central,Illinois,Chicago,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,762.594,-1143.891,3,0.8,SN-20560,Home Office
CA-2017-157854,2017-04-08 00:00:00,2017-04-15 00:00:00,South,Georgia,Roswell,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",56.28,15.7584,6,0.0,DM-13345,Corporate
CA-2017-157854,2017-04-08 00:00:00,2017-04-15 00:00:00,South,Georgia,Roswell,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,2690.97,1264.7559,3,0.0,DM-13345,Corporate
CA-2016-123617,2016-11-28 00:00:00,2016-12-03 00:00:00,South,Florida,Palm Coast,Office Supplies,Binders,ACCOHIDE Binder by Acco,7.434,-5.6994,6,0.7,AJ-10780,Corporate
US-2016-128293,2016-06-02 00:00:00,2016-06-05 00:00:00,East,Pennsylvania,Philadelphia,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,64.784,-12.9568,1,0.2,KC-16255,Corporate
CA-2017-107342,2017-12-17 00:00:00,2017-12-22 00:00:00,Central,Indiana,Columbus,Office Supplies,Paper,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",28.16,13.2352,4,0.0,VF-21715,Home Office
CA-2016-136371,2016-03-19 00:00:00,2016-03-21 00:00:00,East,New York,Oceanside,Furniture,Furnishings,"GE 4 Foot Flourescent Tube, 40 Watt",14.98,6.8908,1,0.0,SV-20935,Consumer
CA-2016-136371,2016-03-19 00:00:00,2016-03-21 00:00:00,East,New York,Oceanside,Furniture,Furnishings,"Master Caster Door Stop, Brown",20.32,6.9088,4,0.0,SV-20935,Consumer
CA-2017-137344,2017-08-20 00:00:00,2017-08-20 00:00:00,East,Massachusetts,Franklin,Office Supplies,Storage,"Neat Ideas Personal Hanging Folder Files, Black",40.29,10.4754,3,0.0,EM-13810,Corporate
CA-2017-169810,2017-07-25 00:00:00,2017-07-31 00:00:00,Central,South Dakota,Sioux Falls,Office Supplies,Labels,Avery 498,20.23,9.5081,7,0.0,RB-19360,Consumer
CA-2016-128594,2016-08-26 00:00:00,2016-08-29 00:00:00,West,California,San Diego,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,1603.136,100.196,4,0.2,DJ-13510,Corporate
CA-2016-154690,2016-08-15 00:00:00,2016-08-17 00:00:00,South,North Carolina,Fayetteville,Furniture,Chairs,Hon Olson Stacker Stools,225.296,22.5296,2,0.2,CC-12370,Consumer
CA-2017-138975,2017-05-19 00:00:00,2017-05-23 00:00:00,South,Georgia,Atlanta,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,67.8,4.068,4,0.0,SC-20380,Consumer
CA-2017-138975,2017-05-19 00:00:00,2017-05-23 00:00:00,South,Georgia,Atlanta,Technology,Phones,Nokia Lumia 925,377.97,98.2722,3,0.0,SC-20380,Consumer
CA-2017-138975,2017-05-19 00:00:00,2017-05-23 00:00:00,South,Georgia,Atlanta,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,1628.82,374.6286,9,0.0,SC-20380,Consumer
CA-2017-138975,2017-05-19 00:00:00,2017-05-23 00:00:00,South,Georgia,Atlanta,Office Supplies,Paper,Xerox 1945,286.93,140.5957,7,0.0,SC-20380,Consumer
CA-2017-106537,2017-08-12 00:00:00,2017-08-17 00:00:00,South,Florida,Orlando,Office Supplies,Paper,Xerox 2000,20.736,7.2576,4,0.2,RH-19495,Consumer
US-2017-103828,2017-08-13 00:00:00,2017-08-13 00:00:00,West,California,San Francisco,Office Supplies,Storage,Sterilite Officeware Hinged File Box,31.44,8.4888,3,0.0,JK-15370,Consumer
US-2017-103828,2017-08-13 00:00:00,2017-08-13 00:00:00,West,California,San Francisco,Office Supplies,Appliances,Staple holder,83.79,22.6233,7,0.0,JK-15370,Consumer
US-2017-103828,2017-08-13 00:00:00,2017-08-13 00:00:00,West,California,San Francisco,Office Supplies,Art,Newell 345,59.52,15.4752,3,0.0,JK-15370,Consumer
US-2017-103828,2017-08-13 00:00:00,2017-08-13 00:00:00,West,California,San Francisco,Office Supplies,Supplies,Staple remover,31.92,9.2568,4,0.0,JK-15370,Consumer
CA-2016-115588,2016-11-10 00:00:00,2016-11-12 00:00:00,East,Ohio,Toledo,Office Supplies,Supplies,Staple remover,14.72,-3.312,5,0.2,AF-10885,Consumer
CA-2016-115588,2016-11-10 00:00:00,2016-11-12 00:00:00,East,Ohio,Toledo,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,38.976,-2.436,3,0.2,AF-10885,Consumer
CA-2017-143861,2017-06-12 00:00:00,2017-06-19 00:00:00,South,Florida,Saint Petersburg,Furniture,Furnishings,Dana Swing-Arm Lamps,17.088,1.068,2,0.2,LC-16885,Consumer
CA-2014-148040,2014-03-22 00:00:00,2014-03-26 00:00:00,West,Arizona,Tucson,Office Supplies,Paper,Xerox 1951,74.352,23.235,3,0.2,BF-11275,Corporate
CA-2014-148040,2014-03-22 00:00:00,2014-03-26 00:00:00,West,Arizona,Tucson,Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,314.352,-35.3646,3,0.2,BF-11275,Corporate
CA-2017-135167,2017-06-15 00:00:00,2017-06-20 00:00:00,West,California,Los Angeles,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",4.26,1.7466,1,0.0,SC-20800,Consumer
CA-2017-137022,2017-11-16 00:00:00,2017-11-22 00:00:00,West,California,San Diego,Office Supplies,Storage,Tennsco Regal Shelving Units,811.28,24.3384,8,0.0,SW-20275,Consumer
US-2017-102638,2017-12-29 00:00:00,2017-12-31 00:00:00,East,New York,New York City,Office Supplies,Fasteners,Ideal Clamps,6.03,2.9547,3,0.0,MC-17845,Consumer
US-2016-167339,2016-01-21 00:00:00,2016-01-23 00:00:00,West,California,San Diego,Furniture,Chairs,Global Super Steno Chair,153.568,-5.7588,2,0.2,TD-20995,Consumer
US-2016-167339,2016-01-21 00:00:00,2016-01-23 00:00:00,West,California,San Diego,Furniture,Chairs,Global Ergonomic Managers Chair,1013.488,76.0116,7,0.2,TD-20995,Consumer
CA-2016-152072,2016-01-15 00:00:00,2016-01-19 00:00:00,East,New Jersey,Westfield,Office Supplies,Envelopes,Quality Park Security Envelopes,52.34,24.5998,2,0.0,Dp-13240,Home Office
CA-2016-152072,2016-01-15 00:00:00,2016-01-19 00:00:00,East,New Jersey,Westfield,Office Supplies,Art,American Pencil,4.66,1.3514,2,0.0,Dp-13240,Home Office
CA-2016-152072,2016-01-15 00:00:00,2016-01-19 00:00:00,East,New Jersey,Westfield,Technology,Accessories,LogitechÂ Gaming G510s - Keyboard,254.97,91.7892,3,0.0,Dp-13240,Home Office
CA-2016-102932,2016-09-19 00:00:00,2016-09-23 00:00:00,East,New Jersey,Orange,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders,25.44,12.72,6,0.0,SD-20485,Home Office
CA-2016-102932,2016-09-19 00:00:00,2016-09-23 00:00:00,East,New Jersey,Orange,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,27.93,8.0997,3,0.0,SD-20485,Home Office
CA-2014-165540,2014-02-21 00:00:00,2014-02-25 00:00:00,Central,Illinois,Woodstock,Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs,8.85,-13.7175,5,0.8,TM-21010,Consumer
CA-2016-130799,2016-11-11 00:00:00,2016-11-16 00:00:00,West,California,San Francisco,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",6.96,2.2272,4,0.0,BK-11260,Consumer
CA-2016-164483,2016-01-30 00:00:00,2016-02-03 00:00:00,West,California,San Francisco,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,17.456,5.8914,2,0.2,JF-15490,Consumer
US-2016-159856,2016-10-18 00:00:00,2016-10-22 00:00:00,West,Arizona,Tempe,Furniture,Chairs,Global Deluxe Steno Chair,307.92,-34.641,5,0.2,EP-13915,Consumer
CA-2017-102099,2017-12-18 00:00:00,2017-12-19 00:00:00,West,California,Los Angeles,Office Supplies,Art,Newell 327,6.63,1.7901,3,0.0,EP-13915,Consumer
CA-2017-102099,2017-12-18 00:00:00,2017-12-19 00:00:00,West,California,Los Angeles,Office Supplies,Paper,Xerox 1996,12.96,6.2208,2,0.0,EP-13915,Consumer
